year,id,dem03,dem04,dem01,dem14_01,dem14_02,Q2,Q3,Q4,uni04_01,uni04_02,uni04_03,uni04_04,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,uni10,uni11,Q11,Q12,nk03_03,Q13,Q14,Q15,nk07_01,nk07_02,nk07_03,nk07_04,nk07_06,nk07_07,nk08_01,nk08_02,nk08_03,nk08_04,nk09_01,nk09_02,nk09_04,nk09_05,nk09_06,nk09_07,nk10,nk11,nkp02_01,nkp02_02,nkp01,nkp04,Q18,nkp05,nkp06,nkp07_01,nkp07_03,nkp07_05,nkp07_06,nkp07_08,nkp07_10,nkp09_01,nkp09_02,nkp09_03,nkp09_04,nkp09_05,int01,Q19_1,Q19_2,Q19_3,Q19_4,Q20,int04_01,int04_02,int04_03,int04_04,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,int11_01,int12_01,int12_03,int12_02,int12_04,int13,int14,sk02_01,sk02_02,sk02_03,sk02_04,sk02_05,sk02_08,sk03,sk05_08,sk05_09,sk05_01,sk05_03,sk05_05,sk05_10,sk05_06,sk05_11,sk09,sk10,sk01,nk12,sk13,sk07,Q27,sk18,sk17,sk19_1,sk19_2,sk19_3,sk20_01,sk20_02,sk21,dem08,dem05,dem07,dem06,dem09,dem10,dem11,dem12,dem13,wt
5,312,1,1,1,4,56,2,2,3,2,2,2,2,1,1,2,4,1,1,5,1,2,1,2,4,4,4,4,3,3,1,1,2,3,3,2,3,3,3,3,4,3,2,2,2,2,1,1,2,2,2,2,2,3,4,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,4,2,4,4,2,2,1,2,2,3,2,1,3,2,1,2,2,2,1,2,1,2,3,3,3,3,1,1,1,2,2,1,2,3,3,3,2,2,2,1,1,3,2,2,2,3,2,2,3,1,7,2,3,2,4,1,2,1,3,4,8,5,1,2,2,3,98,4,4,4,2,8,1
5,313,1,1,1,2,39,1,1,6,3,3,3,2,2,1,1,3,1,1,1,1,1,4,5,5,4,4,4,2,2,1,2,2,2,1,2,2,2,2,4,4,2,2,2,2,2,1,1,1,2,2,2,2,3,2, ,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,2,2,4,2,1,3,1,1,2,2,2,1,2,1,2,3,3,3,3,1,1,1,1,1,2,1,4,4,4,4,4,4,1,1,2,1,1,1,2,2,1,2,1,5,2,4,3,3,3,3,1,4,5,1,5,2,4,2,3,1,5,3,4,1,13,.970588235294118
5,314,1,1,2,2,37,3,4,6,3,2,3,2,2,2,2,4,2,2,5,3,4,4,4,4,4,4,4,3,3,3,1,4,4,3,1,4,2,3,4,4,2,2,2,1,2,1,1,1,1,1,1,3,2,3, ,3,2,3,4,2,4,2,3,2,2,4,3,3,2,1,1,3,3,3,3,2,2,3,3,3,2,1,4,1,3,4,3,1,1,3,3,3,3,4,4,3,1,2,1,1,2,3,1,5,5,5,5,5,2,1,1,2,1,1,1,1,1,1,4,2,5,2,3,3,3,8,2,1,3,4,1,1,1,2,2,3,2,6,3,3,3,12,.941176470588235
5,315,1,1,1,1,28,3,3,4,2,3,3,3,3,2,1,4,1,1,1,1,4,5,3,3,5,5,5,2,2,1,2,2,3,3,1,4,4,4,4,4,4,2,2,2,2,1,1,3,3,3,3,1,1,4,1,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,2,2,2,1,3,1,1,1,1,1,1,1,2,4,2,4,4,4,4,1,1,1,1,1,1,2,3,3,3,3,3,3,2,1,1,1,1,1,3,1,1,3,1,5,2,3,3,3,1,2,2,3,6,5,5,1,8,2,3,2,4,4,4,1,1,1.03571428571429
5,316,4,1,2,3,45,1,2,3,1,1,1,1,2,2,2,2,1,2,1,2,2,4,4,4,4,3,4,2,2,2,2,2,3,2,2,4,3,2,2,3,2,2,2,2,2,1,1,1,2,2,1,2,5,1, ,2,2,4,4,1,1,1,4,1,1,3,3,1,2,2,2,3,4,3,3,3,2,1,1,3,2,3,4,1,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,4,2,6,2,4,2,2,6,4,1,2,5,8,2,1,3,2,4,98,10,3,5,2,4,1.125
5,317,4,1,2,4,50,1,2,3,2,2,2,2,1,1,2,3,1,2,5,1,1,2,2,1,4,4,4,2,3,1,5,4,4,4,3,3,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3, ,2,1,2,2,5,2,1,4,3,1,2,1,3,2,1,2,2,4,4,4,4,2,2,3,3,1,1,4,1,1,2,2,1,1,2,3,3,3,4,4,3,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,6,2,2,2,4,8,3,1,5,6,6,6,2,2,2,3,98,6,3,3,1,4,1
5,318,4,1,1,3,41,5,2,5,3,2,2,2,3,2,2,3,3,1,3,4,4,5,5,5,5,5,5,3,2,3,4,4,4,4,3,3,3,3,4,3,3,2,1,2,2,1,1,1,1,1,1,2,2,3, ,2,4,2,1,1,4,5,1,5,1,1,1,3,3,1,2,4,1,1,1,1,3,4,4,4,1,1,3,2,1,2,2,2,1,2,3,3,3,4,4,4,1,1,1,2,2,3,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,3,3,10,4,1,1,5,1,1,1,3,4,10,10,3,2,2,9,98,7,3,4,1,1,1
5,319,4,1,2,1,23,3,3,1,3,3,3,3,3,3,3,3,3,3,6,3,3,4,4,4,4,4,4,3,3,2,3,2,4,2,3,1,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,1,5,5,4,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,3,2,8,3,2,2,2,1,2,1,2,3,6,5,3,2,2,5,3,8,3,2,3,4,1
5,320,4,1,1,2,39,2,2,2,1,3,1,1,1,1,1,2,2,1,3,1,1,2,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,1,2,2,1,1,3,3,1, ,1,2,2,3,1,1,1,3,1,3,3,2,2,3,3,3,3,3,3,1,2,1,2,3,3,3,1,4,1,1,2,2,2,1,2,3,3,3,2,3,3,2,2,2,4,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,8,3,3,3,3,2,4,4,1,2,3,3,1,3,1,4,98,5,4,5,4,4,1
5,321,4,1,1,1,24,2,2,3,4,4,4,3,3,2,3,4,3,3,3,3,3,5,5,5,5,5,5,1,2,3,5,3,3,3,3,4,4,4,4,4,4,2,2,2,2,1,1,2,1,1,1,1,1,5,1,2,3,3,3,3,4,5,1,1,1,2,1,3,3,1,3,4,4,3,2,2,2,4,4,3,3,1,3,1,2,2,2,2,1,3,3,3,1,2,1,2,1,1,1,3,1,1,2,3,3,3,3,3,3,3,2,2,1,1,3,1,1,1,3,1,7,2,3,4,2,8,3,5,1,6,5,5,5,3,1,4,98,5,5,4,1,4,1
5,322,4,1,2,2,37,4,3,4,3,2,2,2,3,1,1,2,2,1,6,3,3,5,5,5,5,5,5,3,3,1,2,3,3,2,1,4,3,2,2,4,3,2,2,2,2,1,1,2,2,2,1,1,1,3, ,2,2,3,3,1,2,2,3,4,2,2,2,2,1,1,2,3,2,2,1,1,1,3,3,3,2,1,3,1,3,3,4,3,1,2,3,3,3,3,4,3,1,2,1,2,2,3,1,2,5,5,1,1,1,4,1,1,1,1,1,3,2,1,4,3,5,2,4,2,2,6,4,1,4,5,1,1,1,9,2,4,2,4,5,5,3,13,1
5,323,14,2,2,3,48,3,2,3,2,2,2,2,2,2,3,3,3,3,5,2,3,2,3,3,3,3,3,3,1,1,2,2,2,1,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,3,3, ,2,2,2,3,5,3,3,2,4,1,1,3,3,3,3,3,2,4,4,4,4,1,2,3,3,1,1,4,1,1,2,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,5,3,3,2,3,1,2,1,6,4,6,6,5,3,2,3,2,5,4,4,1,4,.875
5,324,4,1,1,2,36,4,3,6,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,1,4,3,3,3,1,3,3,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,5,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,1,2,2,3,3,1,3,3,1,1,1,1,1,3,1,4,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,1,7,2,2,3,3,2,2,1,3,4,5,5,5,2,2,4,2,10,3,3,2,1,1
5,325,4,1,1,3,44,2,2,4,1,1,1,1,2,2,2,3,2,2,1,1,1,3,3,4,4,4,4,2,1,3,4,1,4,2,3,3,2,3,4,2,3,2,2,2,2,2,2,3,3,4,3,3,3,4,2,2,2,1,3,1,3,4,2,4,3,4,3,3,4,3,4,3,3,4,3,4,2,2,2,3,2,1,2,1,2,2,3,2,3,3,3,3,3,4,4,3,2,2,2,3,3,1,3,2,3,2,3,2,3,1,2,3,2,1,2,2,3,1,3,2,8,2,3,3,3,8,2,5,1,4,6,6,1,6,2,3,1,7,4,5,3,4,1
5,326,4,1,1,1,28,3,2,1,2,2,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,5,2,2,2,2,4,4,4,4,4,4,2,2,2,2,3,3,4,4,4,3,3,5,4,4,3,3,3,3,3,3,2,2,3,3,3,2,3,4,3,3,3,2,3,3,3,2,2,2,2,2,1,1,1,2,2,3,2,2,4,4,4,4,4,4,4,3,4,4,4,4,3,3,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,3,1,5,2,5,2,3,8,4,3,5,6,5,5,5,3,1,3,1,12,3,4,3,12,1
5,327,4,1,2,1,27,1,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,2,2,3,5,3,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,1,1,5,1,3,1,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,1,2,2,2,2,2,1,3,3,2,3,3,2,1,2,3,3,3,4,3,4,1,1,1,2,2,3,2,5,5,5,5,5,5,2,2,2,1,1,2,3,3,1,3,2,5,3,2,2,3,8,1,1,4,2,6,6,5,3,1,4,98,6,3,5,2,4,1
5,328,4,1,1,1,24,1,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2, ,1,2,1,2,2,2,2,3,2,3,2,3,3,2,3,2,2,3,3,3,3,1,2,2,3,2,3,4,3,2,2,3,2,2,1,3,1,2,2,3,2,2,2,2,3,3,1,1,3,2,5,5,5,5,5,2,2,1,1,3,2,2,3,2,2,7,2,1,2,3,8,4,1,4,5,6,5,3,3,1,3,98,4,3,4,3,4,1
5,329,4,1,2,3,44,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,3,1,1,2,1,2,3,2,1,1,2,3,3,3,2,3,2,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,3, ,3,2,3,3,2,3,2,3,2,2,2,1,2,2,3,3,3,5,5,5,2,1,2,1,3,4,2,3,1,1,2,2,3,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,3,3,2,2,5,2,2,1,1,1,1,1,2,2,1,3,1,8,2,4,3,4,8,3,5,6,3,4,2,1,2,2,3,2,7,5,5,2,4,1.125
5,330,4,1,2,2,32,2,2,3,3,2,2,2,2,1,2,3,2,2,2,1,3,3,4,2,3,4,5,2,1,1,2,3,3,3,2,4,4,4,4,4,4,2,1,1,2,2,1,3,2,2,1,2,2,4,1,3,2,3,3,5,2,2,1,1,2,2,1,3,2,1,3,3,3,4,3,2,1,2,2,3,3,2,4,1,1,3,2,2,1,2,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,5,2,2,1,2,1,2,1,1,2,3,3,2,2,1,7,3,3,2,3,1,2,1,3,6,6,6,3,3,1,4,3,6,4,4,1,4,1
5,331,4,1,2,3,40,1,2,5,4,4,3,1,1,1,1,3,3,1,5,4,4,3,3,4,5,5,5,3,2,1,4,4,3,4,2,4,4,1,1,4,1,2,2,2,2,1,1,1,2,2,1,3,1,4,1,4,3,3,3,5,2,1,2,3,1,2,1,3,3,2,3,3,3,3,4,2,2,3,2,3,3,1,3,1,1,1,1,1,1,2,3,3,2,3,3,3,1,2,1,2,2,1,2,5,5,5,5,5,5,2,1,3,2,1,2,3,3,1,3,2,9,3,4,4,3,8,3,1,4,5,8,3,2,6,2,3,98,9,3,4,2,4,1.125
5,332,4,1,1,3,48,1,2,3,3,2,3,3,3,2,2,3,1,2,1,3,2,2,2,4,4,4,2,3,3,1,4,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,4,3,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,3,2,4,4,4,4,1,2,2,3,2,1,4,1,2,3,4,2,1,2,3,2,3,3,3,3,1,1,2,3,2,2,2,3,2,3,4,5,4,4,1,2,2,2,2,3,3,4,1,1,5,2,1,1,3,2,3,4,1,5,5,5,2,7,2,4,1,12,5,3,3,4,1
5,333,4,1,2,4,55,2,2,3,2,2,2,2,3,3,4,4,3,1,3,2,3,3,3,4,4,4,4,2,1,1,5,3,3,3,3,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,3, ,3,2,2,2,5,3,3,3,3,3,3,2,4,4,3,4,3,4,4,3,2,1,2,2,3,3,1,4,1,1,2,2,2,1,2,3,4,3,4,3,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,3,2,7,3,1,3,3,8,2,1,3,4,4,5,2,2,2,3,98,7,4,4,2,4,1
5,334,4,1,1,2,38,1,2,4,1,1,2,1,1,2,1,3,3,2,5,1,2,4,5,4,4,4,2,2,1,1,2,2,3,4,2,2,1,1,2,3,2,2,2,1,2,1,1,1,2,2,1,1,1,1, ,1,1,3,3,2,2,2,3,3,1,2,1,3,3,1,2,3,4,4,1,1,2,3,3,3,2,1,4,1,1,3,3,2,3,2,3,3,2,3,3,3,1,1,1,2,2,2,1,2,3,3,3,3,3,2,2,2,1,1,2,2,2,2,3,2,8,3,1,3,3,8,3,1,2,5,5,2,3,6,2,3,2,8,4,5,2,4,1
5,335,4,1,2,3,43,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,3, ,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,3,3,3,1,3,3,2,2,2,2,1,2,3,3,2,2,2,2,1,1,1,1,1,3,2,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,2,2,5,3,3,3,3,8,2,1,3,4,5,5,1,3,2,3,98,6,3,3,2,11,1.125
5,336,4,1,2,1,28,2,2,2,2,2,1,1,2,1,3,2,2,2,1,1,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,2,1,2,2,1,1,3,4,2, ,2,2,4,4,2,2,1,4,3,3,3,2,1,2,2,1,2,3,4,4,4,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,3,4,4,3,1,2,2,2,2,1,3,1,5,5,1,5,1,4,1,1,1,1,1,1,1,1,4,2,4,3,3,1,2,2,4,1,3,5,3,2,1,2,2,4,98,11,2,2,2,4,1
5,337,4,1,1,4,58,1,2,3,3,2,3,3,3,2,2,4,1,2,1,2,2,2,1,4,5,5,4,3,1,1,1,3,3,4,1,4,1,2,2,3,3,2,1,1,2,4,1,2,2,2,3,2,1,3, ,3,3,2,2,2,4,4,2,5,1,2,1,4,5,1,3,2,5,5,5,4,1,1,1,4,1,1,3,1,1,2,2,1,1,2,3,4,2,3,3,3,1,1,2,3,2,1,2,2,1,3,2,2,2,1,1,2,1,1,2,2,2,2,2,1,5,2,2,2,4,1,2,1,4,6,5,5,1,2,2,3,1,9,3,3,4,4,1
5,338,4,1,1,4,53,1,2,5,1,2,3,3,1,1,1,3,2,1,1,3,3,5,5,5,5,5,5,2,1,1,4,3,4,4,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2, ,3,4,3,3,1,2,2,1,5,1,1,1,3,3,2,3,2,4,5,2,1,1,2,1,4,2,1,3,1,1,2,2,2,1,2,3,4,2,4,4,2,1,2,2,2,2,3,1,1,2,4,2,2,2,1,1,3,1,1,1,2,1,1,3,2,3,3,2,4,4,8,2,1,5,4,1,1,2,2,2,4,2,6,4,4,1,1,1
5,339,4,1,2,2,31,1,2,4,2,2,2,1,1,2,2,3,1,2,1,2,3,2,2,1,4,4,4,2,1,1,2,2,2,2,1,3,3,3,3,3,3,2,2,1,2,1,1,1,1,2,1,1,2,3, ,2,2,4,3,2,3,3,3,3,3,3,1,3,3,1,3,3,3,4,1,3,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,4,3,6,1,4,3,3,8,3,1,3,4,6,6,5,6,2,4,2,4,5,5,2,4,1
5,340,4,1,1,4,50,2,2,3,2,3,2,1,3,2,1,4,2,1,3,3,3,3,2,4,4,5,4,1,1,1,2,3,3,3,1,2,2,2,2,4,2,2,2,2,2,4,2,3,2,2,2,1,1,3, ,2,2,1,2,2,2,3,3,4,1,1,1,4,4,2,3,2,4,3,3,4,1,2,2,3,2,1,4,2,1,3,1,3,1,2,1,3,1,3,3,3,1,1,2,2,3,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,1,1,3,1,6,3,2,4,4,1,2,5,1,2,10,4,4,2,2,3,1,9,2,3,2,2,1
5,341,8,2,1,4,57,4,3,6,4,4,4,4,4,1,4,4,4,4,6,4,4,5,5,5,5,5,5,3,3,1,5,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,2,4,4,2,4,4,5,5,5,5,1,1,1,5,5,1,5,4,1,1,1,1,1,4,1,4,1,1,3,2,1,4,1,4,1,2,1,2,2,4,4,4,1,1,1,1,1,2,1,2,1,1,4,4,4,1,3,4,1,1,4,4,1,1,4,4,10,3,1,4,5,8,3,1,5,4,10,10,2,3,2,4,98,3,5,5,1,1,.96551724137931
5,342,8,2,2,2,38,3,3,6,3,3,3,3,2,2,2,3,2,2,3,3,3,5,5,5,5,5,5,2,2,2,5,4,4,3,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,3, ,3,3,3,3,5,3,3,3,3,3,3,1,3,2,2,2,3,3,3,3,2,1,3,3,3,3,1,4,3,1,2,3,3,1,3,3,4,2,3,3,3,1,1,1,1,1,3,1,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,4,3,5,2,3,4,4,8,3,1,3,5,1,1,2,3,2,3,98,7,5,4,1,11,1
5,343,8,2,1,3,42,1,1,2,2,1,1,1,1,1,1,3,3,2,5,1,2,3,2,2,4,4,4,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,3,1,2, ,2,1,3,3,1,1,1,4,1,1,4,1,1,1,1,1,3,4,4,4,4,1,2,3,3,2,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,2,1,1,3,1,1,1,1,1,1,1,1,2,1,5,3,5,1,2,8,4,4,5,1,1,1,2,2,1,4,98,3,5,6,5,1,.975
5,344,8,2,2,4,55,3,2,3,2,2,2,1,2,1,1,3,2,1,5,3,3,5,5,4,5,4,4,2,1,1,2,2,2,3,2,4,2,2,4,4,4,2,2,2,2,1,1,2,2,2,2,2,4,5,2,3,2,2,2,1,2,1,1,3,2,2,1,3,1,1,2,4,1,1,2,1,2,3,3,3,3,2,3,1,1,1,1,3,1,3,3,2,3,3,3,4,1,1,1,2,2,3,2,2,1,2,3,2,5,1,2,4,2,2,3,2,3,2,3,2,6,2,4,3,3,1,2,1,5,6,5,5,1,2,2,3,1,9,4,4,1,8,1
5,345,8,2,2,1,21,2,2,5,3,4,2,1,2,1,1,1,1,1,3,2,3,5,4,3,4,5,5,2,2,1,2,3,3,3,2,4,4,4,4,4,4,2,1,1,2,1,1,1,2,2,1,2,1,5,3,3,2,3,4,5,2,1,3,1,1,2,1,2,2,1,2,1,4,4,4,2,2,3,3,4,1,3,1,1,1,1,4,1,1,2,3,2,4,4,4,4,2,2,2,2,2,1,2,5,5,5,2,2,2,4,1,1,1,1,1,1,3,1,4,2,4,2,4,2,2,6,4,5,1,3,1,1,1,10,1,4,3,8,3,4,2,15,1.03571428571429
5,346,8,2,1,2,30,1,2,3,3,3,3,3,3,1,2,4,1,1,3,3,3,5,5,5,5,5,5,1,1,1,5,3,4,4,1,1,3,3,2,4,2,2,2,1,2,1,1,1,1,1,1,1,1,5,5,3,3,2,2,5,5,4,1,4,1,1,1,5,5,1,3,2,3,3,3,3,2,2,2,3,2,1,3,2,1,3,2,1,1,3,1,3,3,4,4,3,1,1,1,1,1,3,1,4,4,3,2,2,5,2,2,2,2,2,2,3,3,1,2,2,10,2,2,2,3,8,2,1,4,5,10,7,4,3,1,4,98,10,3,5,1,8,.973684210526316
5,347,8,2,1,3,42,3,2,3,2,2,2,2,2,2,2,3,2,2,1,3,4,5,5,5,5,5,5,3,2,1,4,3,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,3,2,4,4,2,2,2,2,5,2,2,2,2,2,1,1,3,3,2,4,2,4,4,4,3,2,2,2,3,2,1,4,2,1,1,3,1,1,2,4,4,3,3,3,3,1,1,2,4,1,2,2,1,2,2,2,2,2,1,2,3,2,1,3,4,3,1,3,1,9,3,3,2,3,8,2,1,3,4,5,5,4,2,2,3,98,7,4,5,2,8,.975
5,348,8,2,1,1,24,4,3,5,4,4,4,4,4,4,4,4,4,4,6,4,4,5,5,5,5,5,5,3,3,1,5,4,4,3,1,4,4,4,4,4,4,2,2,2,2,1,2,2,2,1,1,1,2,5,1,4,4,4,4,4,5,5,1,3,3,1,1,3,3,2,1,3,3,3,2,2,2,3,3,2,2,1,3,4,1,2,3,2,1,3,3,3,3,4,3,3,1,2,2,3,2,2,2,4,4,3,4,3,2,3,1,2,1,1,1,2,2,1,4,3,4,2,4,2,5,8,4,5,1,6,5,6,4,3,1,3,98,3,3,5,3,8,1
5,349,8,2,2,2,33,5,3,6,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,5,4,4,3,2,2,5,3,4,3,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,5,2,3,3,4,3,5,3,3,1,3,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,2,1,3,3,3,1,4,4,3,3,3,3,3,2,2,2,3,2,1,2,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,3,3,5,1,3,4,3,8,4,1,3,4,5,5,1,2,2,3,98,7,4,4,2,8,1
5,350,8,2,2,4,64,1,2,5,2,2,2,2,2,2,2,3,2,2,1,3,4,5,5,4,5,5,5,1,3,1,2,4,3,4,1,4,4,3,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,5,1,3,1,2,2,3,5,4,2,3,3,2,1,2,2,1,3,2,5,5,5,2,2,2,3,3,2,1,3,1,1,2,3,3,1,2,3,3,2,3,3,3,1,1,1,3,3,3,1,5,5,5,3,5,2,1,1,4,1,1,1,4,1,1,3,1,5,2,2,2,4,1,3,3,1,5,3,3,1,2,2,1,1,4,4,2,1,10,1.125
5,351,8,2,1,2,39,1,1,5,2,1,2,2,2,1,2,2,1,1,1,2,4,2,3,1,4,3,2,3,2,2,2,1,3,2,1,2,2,2,3,3,1,2,1,2,2,1,1,2,2,2,1,1,5,2, ,1,1,3,3,2,2,1,3,1,1,3,2,3,3,3,3,2,4,4,3,4,1,2,2,3,2,1,4,1,1,3,4,1,1,4,3,4,3,3,3,2,2,1,1,2,3,2,2,5,3,5,1,5,1,2,1,2,2,1,2,1,2,1,2,2,8,2,2,2,3,8,3,1,5,2,4,5,1,2,2,4,99,5,4,4,1,8,.973684210526316
5,352,8,2,1,1,27,4,3,6,4,4,4,4,4,4,4,4,4,4,3,3,3,5,5,5,5,5,5,3,3,2,4,3,3,2,1,4,1,1,1,4,1,2,2,2,2,1,1,1,1,1,1,1,4,3, ,1,2,3,2,3,5,1,5,5,5,5,3,3,3,3,3,2,3,3,3,3,1,2,2,4,2,1,3,1,2,2,2,3,1,2,4,4,3,3,3,3,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,4,1,1,1,4,2,2,2,1,8,2,4,2,4,1,2,1,3,5,8,8,5,3,1,4,3,4,3,4,1,8,1
5,353,8,2,1,1,28,1,2,3,2,2,2,2,3,3,3,3,3,3,5,3,4,5,4,2,5,5,5,3,3,2,4,3,3,3,2,4,3,3,3,4,3,2,2,2,2,1,1,1,1,1,1,2,2,4,1,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,4,2,3,3,3,3,1,2,3,4,2,1,3,1,2,3,3,3,1,2,3,3,3,3,3,3,2,2,2,3,3,3,1,2,2,2,2,2,2,2,2,3,2,1,2,4,2,2,3,2,7,2,4,2,3,1,2,3,1,5,8,7,5,6,1,4,3,4,5,5,1,8,1
5,354,8,2,1,3,40,3,2,2,3,3,2,2,2,2,1,2,1,1,1,2,2,4,5,2,4,4,5,1,1,2,2,2,2,1,2,3,2,2,2,4,2,2,2,2,2,1,1,2,1,2,1,2,1,5,1,4,2,2,3,1,4,1,1,2,4,1,1,2,2,1,4,2,4,5,3,4,1,1,1,4,1,3,4,1,1,2,2,1,1,3,3,4,3,4,3,3,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,3,3,1,3,1,7,3,4,2,3,2,2,5,4,2,8,1,1,4,1,3,98,5,3,5,2,8,.975
5,355,8,2,1,4,51,1,2,3,2,2,2,2,1,2,3,2,2,2,5,2,2,4,4,2,4,4,5,3,1,2,2,3,3,3,3,4,3,3,3,4,3,2,2,2,2,1,1,2,2,2,1,2,2,3, ,2,2,2,2,2,3,3,3,3,3,2,1,2,2,1,5,2,4,4,4,2,1,2,2,3,3,1,4,1,1,3,4,2,3,2,3,2,2,3,4,3,2,1,1,3,3,1,2,2,2,2,3,5,2,2,2,2,2,2,2,2,2,2,3,2,7,2,2,2,4,1,2,1,3,5,2,2,1,8,2,4,1,6,3,3,2,11,.96551724137931
5,356,8,2,2,3,43,3,2,4,3,2,3,1,2,2,2,3,1,2,5,2,3,5,4,5,4,4,2,3,3,1,2,2,3,2,2,4,1,1,2,4,3,2,2,2,2,1,1,2,2,2,2,1,1,4,2,3,2,3,3,2,4,2,3,3,2,3,2,2,2,2,2,3,4,4,3,1,1,2,3,4,4,3,2,1,2,3,4,3,3,3,3,3,4,4,4,4,2,2,2,2,2,3,2,2,5,5,5,5,5,2,1,2,1,1,1,1,2,1,4,2,6,2,3,3,3,8,3,6,4,1,3,5,2,8,2,4,3,12,2,3,2,1,1
