id,ara,siz,sex,age,job,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b34,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,c06,c07,c08,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,mar,edc,inc,c66,c67,c68,c69,xara,dc45,wt,rel
679,4,1,2,2,5,1,2,3,1,1,2,3,3,1,2,3,1,1,1,1,2,2,5,2,4,3,4,3,1,2,2,7,3,3,2,2,4,3,4,4,4,3,2,1,1,2,2,1,1,2,2,1,1,2,2,3, ,1,4,4,2,3,2,4,4,4,2,4,4,2,3,1,3,2,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,4,5,4,2,5,2,2,3,3,1,1,1,1,1,1,1,3,4,4,3,2,2,2,1,2,3,2,4,4,1,14,7,3,1,2
680,4,1,2,2,3,5,3,5,3,1,2,3,3,4,3,3,2,3,1,4,4,5,5,5,5,5,5,3,3,1,1,6,4,4,3,1,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,1,2,2,1,4,2,2,3,3,4,3,3,4,4,2,2,3,3,5,4,1,2,2,2,1,2,2,1,3,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,3,5,5,5,5,5,3,4,2,5,2,3,2,1,3,3,3,3,3,3,2,4,3,3,3,2,2,4,3,3,1,7,7,2,1,1
681,4,1,2,2,3,1,2,3,3,4,3,2,3,2,2,3,2,1,1,2,3,4,4,4,4,4,5,3,1,2,5,8,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3, ,2,2,2,3,2,3,2,2,1,3,3,3,2,2,1,3,3,2,3,4,1,1,2,3,2,2,3,3,3,3,4,4,4,4,2,2,2,2,2,1,2,5,3,5,2,2,2,1,2,1,1,2,2,3,2,2,2,4,4,2,2,3,3,3,2,3,4,3,4,2,7,7,3,1,1
682,4,1,2,2,5,3,2,6,4,3,3,2,2,2,2,3,2,1,5,2,3,4,3,3,4,4,4,3,1,2,3,7,4,4,3,3,2,3,2,3,2,2,2,2,1,2,1,2,2,2,2,3,1,2,3,5,2,3,2,2,2,2,4,2,2,4,2,2,2,4,3,2,3,2,3,3,1,2,1,1,3,1,1,3,3,3,3,3,3,3,3,1,2,3,2,2,2,5,5,2,5,2,2,2,4,2,2,1,2,3,3,3,3,3,3,3,2,2,2,2,1,2,2,3,4,4,2,15,7,2,1,1
683,4,1,2,2,5,2,2,6,3,3,3,3,2,1,2,3,2,2,1,2,2,4,3,2,3,3,4,3,1,3,5,7,4,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3, ,2,2,2,3,1,3,2,2,1,3,3,3,2,2,3,3,3,2,3,2,4,1,2,3,2,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,3,3,3,3,3,3,3,1,2,1,1,1,1,2,3,2,2,2,3,1,3,3,3,4,2,2,2,4,4,2,7,7,1,1,1
684,4,1,1,3,3,1,2,2,2,2,2,3,2,1,3,2,2,1,5,2,2,3,4,3,3,3,4,3,1,2,5,7,3,3,1,3,3,3,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,3, ,2,2,2,2,3,2,3,2,1,2,4,4,3,3,1,3,2,3,2,2,1,1,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,2,3,2,1,1,3,2,1,2,1,1,1,2,2,1,3,1,1,3,2,2,2,2,1,2,2,2,4,5,2,1,7,1,.666666666666667,3
685,4,1,1,3,3,1,2,3,3,3,3,3,2,1,2,3,2,1,5,2,3,3,3,4,4,3,3,3,1,4,1,9,4,4,2,3,3,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3, ,2,2,2,3,2,3,2,2,1,3,2,2,2,2,1,3,3,2,3,1,3,1,2,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,2,3,4,1,2,2,2,2,2,3,3,3,2,4,3,2,2,3,3,3,2,3,3,3,4,2,15,7,3,.666666666666667,98
686,4,1,1,3,3,2,2,4,4,4,4,4,2,1,2,3,2,1,4,2,3,4,2,2,4,3,3,3,1,4,5,7,3,3,2,2,3,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3, ,2,2,2,3,2,2,2,2,4,3,3,3,1,2,2,2,3,3,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,5,5,2,2,2,2,2,1,2,2,2,2,3,3,2,4,3,1,2,2,2,2,2,2,3,4,5,3,3,7,3,.666666666666667,98
687,4,1,1,4,2,4,3,6,3,2,2,2,3,2,2,3,2,2,3,3,4,4,5,2,4,4,4,3,1,2,1,5,4,3,3,3,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,3,2,4,5,1,3,2,2,3,1,4,4,4,1,2,3,3,2,2,2,3,3,2,2,1,2,1,1,2,2,1,1,3,3,2,3,3,3,3,2,1,2,2,2,1,1,2,2,3,2,2,2,1,4,2,1,2,3,3,2,2,4,4,4,1,3,3,3,4,2,2,3,4,5,2,9,7,3,1,2
688,4,1,1,4,97,2,2,2,4,4,4,4,3,2,3,3,2,3,1,3,3,4,4,4,4,4,4,1,1,2,4,7,3,3,1,4,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,2,2,2,4,2,3,2,2,1,2,3,3,2,2,1,3,3,2,2,3,2,1,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,3,3,3,2,2,1,3,1,1,2,2,3,3,3,3,4,3,1,3,2,3,1,2,2,1,4,4,1,14,7,3,2,98
689,4,1,1,3,4,1,2,5,1,1,2,1,1,1,1,1,1,1,2,2,4,4,4,4,5,3,4,3,1,1,3,4,2,3,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,3,3, ,2,3,3,2,3,2,3,3,4,2,2,2,3,3,1,3,2,3,2,3,1,1,3,4,2,3,3,3,3,3,3,4,3,3,2,2,2,2,3,1,1,4,3,1,1,1,1,2,1,2,2,2,3,3,2,2,1,2,4,3,2,2,2,1,2,3,2,4,4,2,1,7,1,.666666666666667,2
690,4,1,2,3,4,3,3,5,3,3,3,3,2,2,2,2,1,1,2,3,3,4,3,4,3,4,5,1,1,2,4,7,3,3,2,3,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3, ,2,2,2,3,2,3,2,2,4,3,3,3,2,1,2,3,3,3,2,1,4,1,1,3,2,2,3,3,3,3,2,3,3,3,2,2,3,2,3,1,2,2,3,3,2,3,3,1,3,1,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,4,3,3,2,15,7,2,1,98
691,4,1,2,3,2,3,3,3,3,3,3,3,2,2,2,3,3,2,1,3,4,4,4,4,4,4,5,3,1,2,4,8,4,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3, ,3,2,2,3,2,3,2,2,1,2,3,3,2,2,2,3,3,3,2,2,4,1,1,3,2,3,3,3,3,3,3,3,4,3,2,2,2,2,2,1,2,5,5,3,2,2,2,1,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,1,2,7,2,1,1
692,4,1,2,4,5,5,4,5,4,3,3,4,3,2,2,3,2,1,1,4,4,5,4,5,3,3,5,3,1,4,3,8,4,3,2,2,3,4,4,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2,4,5,97,3,2,2,4,1,2,1,1,1,3,2,2,1,1,3,3,4,2,3,1,2,4,1,3,3,4,1,3,3,2,3,3,4,4,2,2,3,2,3,2,2,5,5,3,5,3,3,1,3,1,2,2,3,3,2,2,3,4,3,2,3,3,4,4,2,1,1,4,4,1,14,7,3,1,1
693,4,1,2,4,3,2,2,3,2,2,2,2,2,2,2,3,1,2,1,2,2,4,4,3,3,3,4,3,1,2,2,8,3,3,1,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3, ,2,2,2,5,3,3,3,3,1,2,2,2,2,2,1,2,3,3,2,1,2,1,1,3,3,4,1,3,3,2,3,4,3,3,1,2,3,2,3,1,2,2,3,3,2,5,2,1,3,1,2,1,2,3,2,2,3,4,4,2,3,3,3,4,3,1,1,4,5,1,14,7,3,1,1
695,4,1,1,2,2,4,2,3,3,3,2,2,2,2,2,2,1,1,1,3,4,4,5,4,4,5,5,3,1,2,4,6,3,3,3,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,3,1,3,2,3, ,2,2,3,2,2,3,2,2,4,2,4,4,3,2,1,2,3,3,2,3,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,5,3,2,5,2,2,2,2,1,1,1,1,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,7,2,2,2
696,4,1,1,1,3,2,3,5,2,2,2,2,3,1,2,3,2,2,1,2,3,4,4,4,3,3,4,3,1,2,5,5,3,3,2,3,4,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,1,3,3,4,1,2,2,2,3,2,3,2,2,4,3,3,3,2,1,2,3,3,2,2,1,2,2,2,2,2,2,3,4,4,4,3,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,4,1,2,2,2,2,2,2,2,4,4,1,14,7,2,.75,3
697,4,1,2,2,5,3,2,2,2,2,2,2,2,1,2,3,2,2,1,2,3,4,4,4,4,4,4,3,1,1,3,8,4,4,2,2,3,3,2,3,3,2,2,2,2,2,1,1,1,1,2,1,2,3,2,3, ,2,2,2,2,2,2,2,3,4,2,4,4,4,4,1,3,3,2,2,3,4,1,3,2,2,3,1,3,3,3,4,4,4,4,3,3,3,3,3,1,5,5,5,5,5,5,5,2,3,2,2,1,1,2,2,1,3,4,3,1,2,2,2,2,2,2,3,2,3,1,10,7,3,1,1
698,4,1,2,2,5,3,4,3,4,4,4,4,2,2,1,3,2,2,1,3,4,4,4,4,4,4,5,3,1,2,4,7,3,3,2,3,3,4,3,4,3,3,2,2,1,2,2,1,2,2,2,2,1,3,3,3, ,2,2,2,3,2,3,2,2,4,3,3,3,2,2,1,2,3,2,3,4,1,1,3,3,1,3,3,3,3,3,4,4,4,4,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,4,2,2,3,3,2,2,3,3,3,3,2,7,7,2,1,98
699,4,1,1,3,3,3,2,3,2,2,2,2,2,1,2,2,1,1,2,3,4,4,4,4,3,4,4,3,1,2,4,6,3,4,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,1,1,2,4,2,3,2,3,3,2,3,2,2,2,2,3,3,3,2,1,2,3,3,2,1,4,2,1,2,2,3,3,3,3,3,2,3,3,3,1,1,2,2,2,2,2,2,5,3,5,2,2,1,3,2,2,2,3,3,2,2,3,3,4,1,2,2,2,3,1,2,3,3,4,4,1,7,2,.666666666666667,98
700,4,1,1,3,3,4,3,5,3,3,3,3,2,2,2,3,3,2,1,3,4,4,5,4,3,4,4,3,1,2,4,6,3,4,3,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,3,1,3,4,5,1,2,2,2,3,1,3,2,2,1,3,3,3,2,2,2,3,3,2,2,3,4,1,2,2,2,2,3,3,3,3,3,4,3,3,2,2,2,2,2,1,2,5,3,3,2,2,2,1,3,1,2,2,3,3,2,3,3,3,4,2,2,2,2,3,1,3,1,5,5,2,14,7,2,.666666666666667,2
701,4,1,2,4,5,3,2,3,3,3,3,2,2,2,2,2,3,2,1,3,4,3,4,4,3,3,3,3,1,4,4,7,4,4,3,2,3,4,3,3,3,2,2,2,1,2,2,2,2,3,2,3,1,2,4,4,1,2,3,3,3,2,3,2,2,2,2,4,4,3,3,2,2,3,3,3,3,4,3,2,2,2,2,3,3,3,3,3,4,3,4,2,2,2,2,2,1,3,5,5,5,5,2,2,2,2,2,2,2,3,3,2,3,2,4,2,2,3,3,3,3,2,2,3,3,4,2,15,7,3,1,1
702,4,1,1,2,4,3,1,2,1,1,1,1,2,3,2,3,3,2,1,2,3,2,2,3,4,3,4,2,1,2,2,8,3,3,2,4,3,2,2,2,3,2,2,2,1,2,1,1,1,2,2,4,5,4,4,1, ,2,2,2,2,1,2,2,2,4,3,4,4,2,3,2,2,3,2,2,3,4,1,2,3,3,4,1,3,2,2,1,3,4,4,1,2,3,3,3,1,2,2,2,1,2,1,1,1,1,1,1,1,2,3,3,2,2,1,4,1,2,2,4,1,1,3,3,3,3,1,14,2,1,.833333333333333,2
703,4,1,1,2,3,4,3,6,2,3,3,2,3,2,3,3,3,3,1,3,3,4,5,4,2,4,4,3,1,1,1,7,4,4,2,3,4,4,4,4,4,4,2,2,2,2,1,1,2,2,2,3,2,3,3,3, ,2,3,3,3,3,2,3,3,1,3,4,3,3,3,2,2,3,3,2,1,3,4,2,4,3,3,1,3,2,2,2,3,3,3,2,1,3,2,3,3,5,5,5,3,5,5,5,2,2,2,2,1,2,3,3,3,3,2,3,2,3,3,3,5,1,2,2,3,5,1,15,2,1,.833333333333333,98
704,4,1,1,1,97,2,2,2,2,2,2,2,3,3,3,4,2,3,3,2,2,4,3,5,5,3,5,2,1,1,2,8,3,4,3,2,3,3,4,4,4,4,2,2,2,2,1,2,2,3,3,3,2,3,2,4,1,2,2,3,3,2,3,3,3,2,3,4,2,3,1,2,2,3,3,3,2,4,1,4,4,2,2,3,3,3,3,3,3,4,4,2,4,4,2,2,3,5,5,5,2,5,2,2,5,5,2,2,1,1,2,2,2,2,2,3,3,4,4,4,4,1,3,3,3,4,2,2,2,1,1.5,1
705,4,1,2,2,4,1,4,5,1,1,1,1,3,3,2,4,3,3,99,1,2,5,5,5,5,4,5,3,1,1,1,9,4,4,3,3,4,4,3,4,3,4,2,2,2,2,1,1,1,2,2,2,2,2,3,3, ,3,4,4,3,2,3,3,3,4,3,2,3,3,2,1,3,3,4,1,3,4,1,1,3,4,4,3,3,2,2,4,4,4,4,2,2,3,4,4,3,2,2,4,1,5,2,2,3,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,1,2,2,2,.909090909090909,1
706,4,1,2,1,97,5,4,6,4,4,4,4,3,3,4,4,3,3,5,4,3,3,4,5,5,5,4,3,1,1,2,8,4,4,4,2,4,3,4,4,4,2,2,2,2,2,1,1,1,2,2,3,2,3,4,5,4,3,3,4,5,2,2,3,3,4,3,5,5,2,2,3,2,3,4,2,2,2,4,1,4,3,4,4,3,2,2,2,3,3,3,2,2,3,3,3,3,5,5,5,5,5,5,5,3,3,1,1,1,3,3,3,3,4,4,2,2,3,3,3,3,1,3,3,3,4,2,2,2,3,1.33333333333333,98
707,4,1,2,1,4,2,2,3,2,2,2,2,3,3,3,3,2,3,1,2,4,4,2,1,2,2,4,3,1,3,1,8,3,3,3,2,4,3,3,4,4,3,2,2,2,2,1,1,1,1,2,3,2,3,3,2, ,2,3,3,5,1,2,1,2,2,3,2,2,1,1,2,3,3,3,2,3,1,1,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,5,5,5,2,2,2,2,3,2,1,1,1,2,2,2,2,4,3,3,2,3,3,3,4,1,3,2,3,4,1,2,2,2,1.33333333333333,98
708,4,1,1,3,2,4,3,6,3,2,2,2,2,3,3,3,3,3,1,4,3,5,5,5,5,3,5,1,1,4,1,8,4,4,3,3,4,3,3,4,4,3,2,2,2,2,1,1,2,3,3,3,1,3,3,4,4,3,3,3,5,3,3,3,1,2,3,2,2,2,1,1,4,3,3,1,2,3,1,2,2,3,3,3,3,3,3,4,3,4,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,2,.857142857142857,1
709,4,1,1,4,4,2,3,6,2,2,2,2,3,3,3,3,3,3,3,3,3,5,3,4,3,3,4,1,1,4,1,9,4,4,2,2,3,3,3,3,4,3,2,2,2,2,1,1,1,2,2,2,2,4,3,4,1,3,2,2,5,2,2,2,2,3,3,4,4,4,1,3,3,3,3,2,1,3,1,1,2,1,2,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,5,2,2,1,3,3,3,3,3,4,3,1,3,3,3,2,2,2,3,3,4,2,2,2,3,1,1
710,4,1,1,4,3,3,1,5,3,3,3,3,3,3,2,3,3,3,1,3,3,5,5,5,5,4,5,3,1,3,1,8,3,3,3,3,4,4,3,4,4,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3, ,2,2,2,5,2,3,3,3,2,3,2,2,2,1,2,3,3,3,2,2,4,4,3,4,4,4,3,3,2,2,4,4,4,4,3,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,1,1,2,3,3,3,3,4,2,1,3,3,3,3,2,1,3,3,4,1,14,2,3,1.28571428571429,3
711,4,1,1,3,2,3,2,6,2,3,3,3,3,4,3,3,3,3,1,4,4,5,3,3,4,4,4,1,4,1,1,7,3,4,3,4,4,2,2,4,4,2,2,2,2,2,1,1,1,2,2,3,5,4,3,4,4,3,1,3,4,2,3,2,3,2,3,3,3,2,2,2,2,2,3,2,1,4,1,2,2,3,4,1,3,2,2,3,3,4,4,3,2,2,3,3,3,2,3,3,1,5,4,4,3,3,2,2,1,3,3,3,3,3,3,3,2,2,3,3,5,2,2,3,3,3,1,15,2,2,.857142857142857,98
712,4,1,2,3,5,2,1,5,2,2,3,2,2,2,3,3,2,3,1,4,4,4,4,5,3,3,4,3,1,1,1,7,4,4,2,3,4,4,4,4,4,4,2,2,2,2,1,2,2,2,3,3,2,3,2,4,3,2,3,4,5,2,1,2,1,4,2,3,3,1,1,2,3,2,2,3,3,5,1,1,3,3,3,3,3,3,3,1,3,3,4,2,2,3,3,3,1,2,1,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,2,2,1,2,2,2,3,2,3,4,3,3,1,15,2,1,.631578947368421,1
713,4,1,2,3,4,4,2,6,2,3,2,3,3,3,3,4,3,3,1,3,4,5,3,4,5,3,3,1,1,1,1,8,4,4,3,2,3,3,3,3,4,4,2,2,2,2,1,1,2,3,3,2,2,3,3,3, ,3,2,2,5,2,2,2,2,2,3,4,4,4,1,2,3,3,3,2,3,5,1,2,2,3,3,3,3,3,3,3,3,3,3,1,2,3,4,4,2,3,3,2,2,5,2,2,5,3,2,1,1,2,3,3,3,3,3,4,2,4,4,4,3,2,2,3,3,4,2,2,2,2,.631578947368421,1
714,4,1,2,3,5,4,3,6,3,2,2,2,3,3,3,4,3,3,3,2,4,5,3,5,5,3,5,3,1,1,1,7,4,4,3,3,4,4,3,3,4,4,2,2,2,2,1,1,1,2,2,3,3,4,3,3, ,2,2,2,5,1,3,3,3,2,3,2,3,3,1,2,3,3,3,1,2,2,1,2,3,3,3,3,3,2,2,3,3,4,4,2,1,3,3,3,3,3,3,2,3,3,2,2,2,1,1,2,1,2,3,3,3,4,3,3,2,4,4,4,4,2,2,2,4,4,2,2,2,2,.631578947368421,1
715,4,1,2,3,3,3,3,6,3,3,3,3,2,2,2,3,3,3,1,4,4,4,5,5,5,3,3,3,1,1,1,10,4,4,2,3,4,4,4,4,4,4,2,2,2,2,1,1,2,3,3,4,2,4,3,3, ,3,3,3,3,2,2,1,2,4,3,3,3,2,1,2,3,3,3,1,2,3,4,2,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,5,2,2,2,1,2,3,2,2,3,4,3,2,4,4,4,1,2,2,3,3,4,2,2,2,3,.631578947368421,98
716,4,1,1,2,4,3,2,5,2,2,1,2,1,2,2,3,3,3,3,3,4,4,3,4,4,3,2,3,1,2,1,5,4,4,3,3,3,2,2,3,4,3,2,2,2,2,2,1,2,2,2,4,2,3,3,4,1,3,2,3,3,2,4,2,3,2,2,4,4,3,3,2,2,3,3,3,1,3,4,1,4,2,2,3,3,2,2,3,4,3,3,1,1,2,1,2,3,2,2,2,1,2,5,2,5,2,1,1,1,3,2,3,2,4,3,3,2,2,2,3,2,2,3,2,3,4,2,15,2,2,.833333333333333,98
717,4,1,1,2,3,2,2,4,3,3,2,1,1,2,2,3,3,2,1,2,4,4,3,4,4,3,3,3,1,2,1,6,3,4,2,2,3,3,2,4,4,3,2,2,2,2,2,1,2,2,2,3,2,3,2,3, ,2,2,2,2,2,3,3,3,2,4,2,1,2,1,2,3,3,2,2,3,2,1,1,3,3,3,1,3,3,3,2,4,3,3,1,1,2,1,2,3,5,5,5,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,3,1,3,3,3,3,2,3,2,4,5,3,15,2,1,.833333333333333,98
718,4,1,1,2,4,1,2,3,2,2,2,1,2,1,1,3,2,2,1,3,3,4,3,4,3,3,2,3,1,1,3,8,4,3,2,3,4,3,3,4,4,2,2,2,1,2,2,2,1,2,1,2,2,3,2,3, ,2,2,4,2,3,2,4,4,1,3,3,3,2,2,1,2,2,3,2,1,2,1,1,2,3,3,3,3,3,3,3,4,4,3,1,2,2,1,2,3,5,5,5,2,2,3,2,2,2,1,1,2,3,2,3,3,3,3,4,1,2,2,3,1,2,3,2,4,4,2,13,2,2,.833333333333333,98
719,4,1,2,2,5,3,3,6,3,3,3,2,2,2,2,3,3,3,3,3,3,4,2,4,4,3,3,3,1,2,1,9,2,1,2,2,4,3,3,3,4,3,2,2,2,2,2,1,2,1,1,1,1,3,1,3, ,2,4,4,2,3,2,3,3,4,3,3,3,2,2,1,3,3,2,2,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,5,5,5,1,2,1,1,5,5,1,2,1,1,2,2,1,4,4,4,1,2,2,3,1,2,3,2,4,4,3,2,2,3,.909090909090909,2
720,4,1,2,2,5,3,3,5,1,2,2,1,1,2,2,3,2,2,1,3,4,4,2,4,4,2,3,1,1,2,2,6,3,4,2,2,4,3,3,3,4,3,2,2,2,2,2,2,1,2,1,2,2,3,4,3, ,1,3,3,2,4,2,3,3,1,3,2,2,2,2,1,2,3,3,2,1,4,1,1,4,3,2,3,3,4,4,3,3,3,3,2,2,3,2,3,3,5,5,2,1,2,2,2,5,5,1,1,1,1,1,1,1,3,2,3,1,2,1,3,3,2,3,2,4,4,1,2,2,1,.909090909090909,1
721,4,1,2,2,5,2,2,5,3,3,2,1,1,2,2,3,2,2,1,2,4,4,3,4,4,3,3,3,1,2,1,6,3,3,2,2,3,3,2,3,4,3,2,2,2,2,2,1,2,1,1,3,2,3,2,3, ,2,2,2,2,2,3,3,3,2,3,2,1,2,1,2,3,3,2,2,3,2,1,1,3,2,3,1,3,4,4,2,4,3,3,2,2,4,2,3,3,5,5,5,2,2,1,1,2,3,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3,4,2,2,2,1,.909090909090909,98
722,4,1,1,4,4,2,3,3,2,3,2,1,1,1,1,3,3,2,3,3,3,3,2,3,4,3,2,3,1,2,1,7,3,4,1,3,3,2,3,3,4,3,2,2,2,2,2,1,2,2,2,2,2,3,3,3, ,1,4,4,2,3,2,4,4,3,2,4,3,4,3,2,2,2,3,3,1,1,1,1,4,3,3,3,3,3,3,2,4,3,3,2,2,3,1,2,1,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,2,3,2,3,1,2,2,2,3,2,2,3,3,4,2,15,2,1,1.28571428571429,1
724,4,1,1,4,3,4,4,6,3,3,3,2,2,2,2,3,3,2,1,4,4,4,2,3,3,3,2,3,1,1,1,6,4,4,2,2,4,3,3,3,4,3,2,2,2,2,2,2,2,1,1,3,2,4,2,5,1,2,2,2,3,2,2,3,3,2,2,5,4,3,3,2,2,3,2,3,1,3,4,1,2,3,3,1,3,2,4,2,4,3,3,1,1,2,1,2,3,2,2,1,1,2,2,2,1,3,1,1,1,1,2,2,1,2,3,3,2,2,2,3,2,2,2,2,4,4,2,15,2,2,1,98
725,4,1,1,3,3,4,2,6,2,2,1,1,1,2,3,2,3,3,3,4,4,4,3,5,4,3,2,3,1,2,1,6,4,4,3,3,3,2,2,3,4,2,2,2,1,2,2,1,2,2,1,4,2,4,3,5,1,3,2,3,3,2,4,2,2,2,2,4,4,3,3,2,2,3,2,2,1,3,1,1,4,2,2,3,3,2,2,3,4,3,3,2,2,3,2,2,3,1,1,1,1,2,2,2,2,5,1,1,1,1,1,1,2,4,2,3,2,2,3,3,2,2,2,1,4,5,4,14,2,1,.857142857142857,1
726,4,1,2,4,5,1,2,4,2,2,2,1,2,1,1,3,2,1,3,1,2,3,2,3,4,2,2,3,1,1,1,7,3,4,1,2,4,3,3,3,4,3,2,2,2,2,1,1,2,2,2,2,1,1,3,3, ,1,2,2,2,3,2,4,4,2,1,4,4,3,3,2,2,3,2,2,1,4,1,1,2,2,1,3,3,2,2,3,4,4,3,1,3,4,2,2,1,2,2,1,2,2,1,1,2,3,1,1,2,3,3,3,3,3,3,3,1,2,3,3,2,2,1,2,4,4,2,2,2,2,1,1
727,4,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,2,2,2,2,3,1,1,1,1,2,2,7,2,2,1,3,4,2,3,3,4,3,2,2,1,2,2,1,2,2,2,3,3,4,1,2, ,1,4,4,1,4,2,4,3,3,1,4,4,5,5,1,2,1,3,2,3,1,1,3,4,3,1,3,3,2,3,4,4,4,4,3,3,4,2,3,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,3,3,3,1,4,3,1,2,2,1,2,3,2,4,5,1,2,2,1,.631578947368421,98
728,4,1,2,3,2,1,2,3,2,3,3,1,2,3,2,3,2,2,3,2,3,5,5,5,5,5,4,3,1,1,1,6,4,4,1,1,3,3,3,1,4,3,2,2,1,2,2,1,1,1,2,1,1,2,2,3, ,2,3,3,5,3,2,3,3,1,2,4,3,4,3,1,2,2,3,3,1,3,3,1,3,3,3,1,3,2,2,2,4,3,3,1,2,2,1,2,1,5,2,2,1,2,5,5,1,3,1,1,1,2,2,2,3,2,3,3,1,2,2,4,2,2,3,3,3,3,2,2,2,2,.631578947368421,2
729,4,1,2,3,5,3,4,6,2,2,2,1,1,2,2,3,3,2,3,3,4,4,3,3,3,2,2,3,1,4,1,8,4,3,2,2,3,3,3,3,4,3,2,2,2,2,2,1,2,2,2,2,1,3,2,3, ,2,4,4,2,3,3,4,4,4,3,4,5,4,5,2,3,3,2,2,3,1,1,3,4,3,3,1,3,3,3,3,3,3,3,2,2,3,2,2,3,5,5,3,2,2,2,2,2,5,1,1,1,1,1,1,1,3,3,4,1,2,2,3,1,2,2,1,4,5,1,14,2,2,.631578947368421,1
730,4,1,1,1,97,2,2,4,2,2,3,3,2,2,1,4,2,3,3,2,2,1,1,1,1,3,1,2,3,5,6,5,4,3,2,1,4,4,4,4,4,4,2,2,1,2,1,1,1,1,3,1,4,2,2,4,2,2,4,4,5,3,2,4,3,2,3,2,2,1,1,2,3,3,4,4,1,3,2,1,2,3,3,1,4,4,2,2,3,3,3,2,1,2,3,3,2,4,4,4,4,4,3,2,2,2,1,1,1,2,3,3,2,2,2,3,4,3,3,2,5,1,3,3,4,5,2,2,2,1,1.5,1
